violation,region,date_range,age_group,gender,cleared_by_charge,diversionary_program,other_cleared_otherwise,total,year,violation_type,youth_adult,population,year_diff
"Obtain, offer to obtain, alter or offer to alter cannabis",Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Female,2,0,0,2,2021,Production and cultivation,Adult,31615827,2
"Obtain, offer to obtain, alter or offer to alter cannabis",Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Male,13,0,0,13,2021,Production and cultivation,Adult,31615827,2
"Obtain, offer to obtain, alter or offer to alter cannabis",Canada,"January 1st, 2021 to December 31st, 2021",35 to 110,Female,12,0,0,12,2021,Production and cultivation,Adult,31615827,2
"Obtain, offer to obtain, alter or offer to alter cannabis",Canada,"January 1st, 2021 to December 31st, 2021",35 to 89,Male,40,0,0,40,2021,Production and cultivation,Adult,31615827,2
"Cultivate, propagate or harvest cannabis by adult",Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Female,0,0,0,0,2021,Production and cultivation,Youth,2528132,2
"Cultivate, propagate or harvest cannabis by adult",Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Male,2,0,0,2,2021,Production and cultivation,Youth,2528132,2
"Cultivate, propagate or harvest cannabis by adult",Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Female,11,0,1,12,2021,Production and cultivation,Adult,31615827,2
"Cultivate, propagate or harvest cannabis by adult",Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Male,34,0,0,34,2021,Production and cultivation,Adult,31615827,2
"Cultivate, propagate or harvest cannabis by adult",Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Female,22,0,3,25,2021,Production and cultivation,Adult,31615827,2
"Cultivate, propagate or harvest cannabis by adult",Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Male,97,1,3,101,2021,Production and cultivation,Adult,31615827,2
"Cultivate, propagate or harvest cannabis by adult",Canada,"January 1st, 2021 to December 31st, 2021",35 to 110,Female,73,1,4,78,2021,Production and cultivation,Adult,31615827,2
"Cultivate, propagate or harvest cannabis by adult",Canada,"January 1st, 2021 to December 31st, 2021",35 to 89,Male,247,4,21,272,2021,Production and cultivation,Adult,31615827,2
"Cultivate, propagate or harvest cannabis by youth or organization",Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Female,0,0,0,0,2021,Production and cultivation,Youth,2528132,2
"Cultivate, propagate or harvest cannabis by youth or organization",Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Male,1,0,0,1,2021,Production and cultivation,Youth,2528132,2
"Cultivate, propagate or harvest cannabis by youth or organization",Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Female,0,0,0,0,2021,Production and cultivation,Adult,31615827,2
"Cultivate, propagate or harvest cannabis by youth or organization",Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Male,2,0,0,2,2021,Production and cultivation,Adult,31615827,2
"Cultivate, propagate or harvest cannabis by youth or organization",Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Female,1,0,0,1,2021,Production and cultivation,Adult,31615827,2
"Cultivate, propagate or harvest cannabis by youth or organization",Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Male,3,0,0,3,2021,Production and cultivation,Adult,31615827,2
"Cultivate, propagate or harvest cannabis by youth or organization",Canada,"January 1st, 2021 to December 31st, 2021",35 to 110,Female,0,0,0,0,2021,Production and cultivation,Adult,31615827,2
"Cultivate, propagate or harvest cannabis by youth or organization",Canada,"January 1st, 2021 to December 31st, 2021",35 to 89,Male,5,0,0,5,2021,Production and cultivation,Adult,31615827,2
"Possess, produce, sell, distribute or import anything for use in production or distribution of illicit cannabis",Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Female,0,0,1,1,2021,Production and cultivation,Youth,2528132,2
"Possess, produce, sell, distribute or import anything for use in production or distribution of illicit cannabis",Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Male,1,0,0,1,2021,Production and cultivation,Youth,2528132,2
"Possess, produce, sell, distribute or import anything for use in production or distribution of illicit cannabis",Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Female,1,0,0,1,2021,Production and cultivation,Adult,31615827,2
"Possess, produce, sell, distribute or import anything for use in production or distribution of illicit cannabis",Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Male,7,0,3,10,2021,Production and cultivation,Adult,31615827,2
"Possess, produce, sell, distribute or import anything for use in production or distribution of illicit cannabis",Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Female,4,0,1,5,2021,Production and cultivation,Adult,31615827,2
"Possess, produce, sell, distribute or import anything for use in production or distribution of illicit cannabis",Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Male,11,0,0,11,2021,Production and cultivation,Adult,31615827,2
"Possess, produce, sell, distribute or import anything for use in production or distribution of illicit cannabis",Canada,"January 1st, 2021 to December 31st, 2021",35 to 110,Female,1,0,0,1,2021,Production and cultivation,Adult,31615827,2
"Possess, produce, sell, distribute or import anything for use in production or distribution of illicit cannabis",Canada,"January 1st, 2021 to December 31st, 2021",35 to 89,Male,23,0,3,26,2021,Production and cultivation,Adult,31615827,2
Use of young person in the commission of a cannabis offence,Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Female,2,0,0,2,2021,Other,Youth,2528132,2
Use of young person in the commission of a cannabis offence,Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Male,5,0,7,12,2021,Other,Youth,2528132,2
Use of young person in the commission of a cannabis offence,Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Female,0,0,0,0,2021,Other,Adult,31615827,2
Use of young person in the commission of a cannabis offence,Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Male,1,0,5,6,2021,Other,Adult,31615827,2
Use of young person in the commission of a cannabis offence,Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Female,0,0,0,0,2021,Other,Adult,31615827,2
Use of young person in the commission of a cannabis offence,Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Male,0,0,1,1,2021,Other,Adult,31615827,2
Use of young person in the commission of a cannabis offence,Canada,"January 1st, 2021 to December 31st, 2021",35 to 110,Female,0,0,0,0,2021,Other,Adult,31615827,2
Use of young person in the commission of a cannabis offence,Canada,"January 1st, 2021 to December 31st, 2021",35 to 89,Male,0,0,0,0,2021,Other,Adult,31615827,2
Other Cannabis Act,Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Female,5,3,5,13,2021,Production and cultivation,Youth,2528132,2
Other Cannabis Act,Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Male,10,1,16,27,2021,Production and cultivation,Youth,2528132,2
Other Cannabis Act,Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Female,2,0,3,5,2021,Production and cultivation,Adult,31615827,2
Other Cannabis Act,Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Male,27,0,22,49,2021,Production and cultivation,Adult,31615827,2
Other Cannabis Act,Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Female,6,0,2,8,2021,Production and cultivation,Adult,31615827,2
Other Cannabis Act,Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Male,41,1,19,61,2021,Production and cultivation,Adult,31615827,2
Other Cannabis Act,Canada,"January 1st, 2021 to December 31st, 2021",35 to 110,Female,5,0,6,11,2021,Production and cultivation,Adult,31615827,2
Other Cannabis Act,Canada,"January 1st, 2021 to December 31st, 2021",35 to 89,Male,57,1,16,74,2021,Production and cultivation,Adult,31615827,2
Operation while impaired (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Female,14,0,1,15,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Male,25,0,3,28,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Female,161,0,15,176,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Male,522,0,47,569,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Female,329,0,36,365,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Male,1053,0,60,1113,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",35 to 110,Female,411,1,31,443,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",35 to 89,Male,1509,2,133,1644,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (drugs),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Female,4,0,3,7,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired (drugs),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Male,31,0,9,40,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired (drugs),Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Female,122,0,20,142,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (drugs),Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Male,423,0,58,481,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (drugs),Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Female,414,0,53,467,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (drugs),Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Male,1082,1,168,1251,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (drugs),Canada,"January 1st, 2021 to December 31st, 2021",35 to 110,Female,504,0,118,622,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (drugs),Canada,"January 1st, 2021 to December 31st, 2021",35 to 89,Male,1730,1,274,2005,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (unspecified),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Female,3,0,0,3,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired (unspecified),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Male,13,0,1,14,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired (unspecified),Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Female,156,0,0,156,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (unspecified),Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Male,442,0,5,447,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (unspecified),Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Female,351,0,4,355,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (unspecified),Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Male,1041,0,9,1050,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (unspecified),Canada,"January 1st, 2021 to December 31st, 2021",35 to 110,Female,473,0,2,475,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired (unspecified),Canada,"January 1st, 2021 to December 31st, 2021",35 to 89,Male,1771,0,24,1795,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing bodily harm (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Female,0,0,0,0,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired causing bodily harm (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Male,0,0,0,0,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired causing bodily harm (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Female,2,0,0,2,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing bodily harm (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Male,5,0,0,5,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing bodily harm (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Female,2,0,0,2,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing bodily harm (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Male,12,0,0,12,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing bodily harm (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",35 to 110,Female,2,0,0,2,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing bodily harm (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",35 to 89,Male,9,0,0,9,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing bodily harm (drugs),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Female,1,0,0,1,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired causing bodily harm (drugs),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Male,1,0,0,1,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired causing bodily harm (drugs),Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Female,3,0,0,3,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing bodily harm (drugs),Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Male,9,0,0,9,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing bodily harm (drugs),Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Female,2,0,0,2,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing bodily harm (drugs),Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Male,9,0,2,11,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing bodily harm (drugs),Canada,"January 1st, 2021 to December 31st, 2021",35 to 110,Female,8,0,0,8,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing bodily harm (drugs),Canada,"January 1st, 2021 to December 31st, 2021",35 to 89,Male,16,0,1,17,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing death (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Female,0,0,0,0,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired causing death (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Male,0,0,0,0,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired causing death (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Female,0,0,0,0,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing death (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",18 to 24,Male,2,0,0,2,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing death (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Female,1,0,0,1,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing death (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",25 to 34,Male,3,0,0,3,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing death (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",35 to 110,Female,0,0,0,0,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing death (alcohol and drugs),Canada,"January 1st, 2021 to December 31st, 2021",35 to 89,Male,2,0,0,2,2021,Drug impaired driving,Adult,31615827,2
Operation while impaired causing death (drugs),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Female,0,0,0,0,2021,Drug impaired driving,Youth,2528132,2
Operation while impaired causing death (drugs),Canada,"January 1st, 2021 to December 31st, 2021",12 to 17,Male,0,0,0,0,2021,Drug impaired driving,Youth,2528132,2
